OrderID,OrderDate,UnitCost,Price,OrderQty,CostOfSales,Sales,Profit,Channel,PromotionName,ProductName,Manufacturer,ProductSubCategory,ProductCategory,Region,City,Country
7061,2/4/2013,40.2462802450235,69,36,1448.86608882085,2373.6,924.733911179153,Online,Asian Spring Promotion,Proseware CRT19 E201 White,"Proseware, Inc.",Monitors,Computers,Asia,Beijing,China
7740,8/9/2012,39.8215910076352,299.9,25,995.53977519088,7497.5,6501.96022480912,Online,No Discount,Litware Home Theater System 2.1 Channel E212 Brown,"Litware, Inc.",Home Theater System,TV and Video,Asia,Beijing,China
7605,8/30/2013,2.88943158172278,186.9,10,28.8943158172278,1869,1840.10568418277,Online,No Discount,A. Datum Bridge Digital Camera M300 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
7069,12/19/2011,34.3738051050219,129,6,206.242830630132,735.3,529.057169369869,Online,Asian Holiday Promotion,WWI LCD17W E200 White,Wide World Importers,Monitors,Computers,Asia,Beijing,China
1755,2/10/2012,63.7547578874289,67.4,4,255.019031549716,215.68,-39.3390315497157,Online,Asian Spring Promotion,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Bluetooth Headphones,Audio,Asia,Beijing,China
7119,1/25/2012,0.522103371749996,343,9,4.69893034574997,3018.4,3013.70106965425,Store,North America Spring Promotion,Contoso SLR Camera M145 Blue,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Yakima,United States
689,1/29/2013,234.086252029131,304,12,2809.03502434957,3562.88,753.844975650428,Store,European Spring Promotion,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Europe,Cheshire,United Kingdom
7015,11/10/2013,68.0364747513796,102,8,544.291798011037,754.8,210.508201988963,Store,European Holiday Promotion,Proseware Photo Inkjet Printer E290 Green,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Cheshire,United Kingdom
7020,3/19/2013,17.4299753184084,31,12,209.159703820901,372,162.840296179099,Store,European Spring Promotion,Contoso Integrated Business Phone L08 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Cheshire,United Kingdom
698,4/26/2014,241.908741751954,304,20,4838.17483503908,6080,1241.82516496092,Store,No Discount,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Cle Elum,United States
7043,4/12/2012,183.692852814848,269.9,15,2755.39279222273,4048.5,1293.10720777727,Store,No Discount,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Desktops,Computers,North America,Westminster,Canada
7080,11/15/2013,359.516409130297,627,13,4673.71331869386,7900.2,3226.48668130614,Store,North America Holiday Promotion,Fabrikam SLR Camera X149 Blue,"Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,Pittsfield,United States
7052,3/23/2012,23.6961707177158,26.9,5,118.480853588579,134.5,16.019146411421,Store,No Discount,Contoso Bright Light battery E20 Pink,"Contoso, Ltd",Computers Accessories,Computers,North America,Pittsfield,United States
7022,10/18/2014,144.817169309955,199.95,13,1882.62320102942,2519.37,636.746798970581,Store,North America Holiday Promotion,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Recording Pen,Audio,North America,Baytown,United States
1260,5/24/2012,1.88134893862746,12.99,5,9.40674469313729,64.95,55.5432553068627,Online,No Discount,Contoso 512MB MP3 Player E51 Silver,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
7084,4/11/2012,206.386615512175,409,10,2063.86615512175,4090,2026.13384487825,Online,No Discount,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Home Theater System,TV and Video,Europe,Berlin,Germany
7728,8/22/2013,128.733459450511,169.99,9,1158.6011350546,1478.913,320.311864945405,Online,European Back-to-Scholl Promotion,"Adventure Works 20"" CRT TV E15 White",Adventure Works,Televisions,TV and Video,Europe,Berlin,Germany
416,12/13/2011,152.426273152695,310,16,2438.82037044311,4836,2397.17962955689,Online,European Holiday Promotion,The Phone Company Smart phones Unlocked International M800 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Berlin,Germany
273,11/19/2013,39.6363190310518,77.68,8,317.090552248414,574.832,257.741447751586,Online,European Holiday Promotion,Contoso 4GB Flash MP3 Player E401 Blue,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
837,6/17/2013,51.0444614876778,95.95,10,510.444614876778,959.5,449.055385123222,Online,No Discount,Contoso 4GB Portable MP3 Player M450 Black,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
407,11/23/2014,203.716003520618,232,16,3259.45605632989,3433.6,174.143943670114,Online,European Holiday Promotion,Contoso 16GB New Generation MP5 Player M1650 Silver,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
6990,11/23/2014,9.3676458079953,44,32,299.764665855849,1372.8,1073.03533414415,Online,European Holiday Promotion,SV Keyboard E10 Grey,Southridge Video,Computers Accessories,Computers,Europe,Berlin,Germany
7339,9/28/2014,125.135003670697,232,16,2002.16005873115,3526.4,1524.23994126885,Online,European Holiday Promotion,Contoso 16GB New Generation MP5 Player M1650 White,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
161,2/2/2013,41.9529742452112,47.95,24,1006.87138188507,1150.8,143.928618114931,Online,European Spring Promotion,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Bluetooth Headphones,Audio,Europe,Berlin,Germany
7045,11/4/2012,12.9358451420025,69,8,103.48676113602,455.4,351.91323886398,Online,European Holiday Promotion,Adventure Works CRT19 E10 Black,Adventure Works,Monitors,Computers,Europe,Berlin,Germany
840,10/29/2013,165.860534372434,165,8,1326.88427497947,1287,-39.8842749794694,Online,European Holiday Promotion,Fabrikam Social Videographer 1/3'' 8.5mm E200 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Berlin,Germany
7410,8/12/2014,21.7416752299621,249.99,9,195.675077069659,2199.912,2004.23692293034,Online,European Back-to-Scholl Promotion,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,Wide World Importers,Bluetooth Headphones,Audio,Europe,Berlin,Germany
7280,12/12/2013,43.4867085385268,199.95,9,391.380376846742,1769.5575,1378.17712315326,Store,North America Spring Promotion,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Recording Pen,Audio,Europe,Cambridge,United Kingdom
7682,8/3/2012,5.10071054364917,14.52,5,25.5035527182458,72.6,47.0964472817542,Store,No Discount,Contoso 1G MP3 Player E100 White,"Contoso, Ltd",MP4&MP3,Audio,Asia,Ashgabat,Turkmenistan
1472,12/8/2012,33.5472294649061,1600,13,436.11398304378,20080,19643.8860169562,Store,Asian Holiday Promotion,Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Ashgabat,Turkmenistan
931,6/11/2013,6.65123687892135,21.57,12,79.8148425470562,258.84,179.025157452944,Reseller,North America Back-to-School Promotion,Contoso 2G MP3 Player E200 Silver,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
680,3/25/2013,13.252297326418,21.57,20,265.04594652836,431.4,166.35405347164,Reseller,No Discount,Contoso 2G MP3 Player E200 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
7374,11/27/2014,12.5889567573635,699,13,163.656437845726,8947.2,8783.54356215428,Reseller,North America Holiday Promotion,Adventure Works Laptop15 M1501 Red,Adventure Works,Laptops,Computers,North America,Seattle,United States
329,7/23/2013,123.546935984488,229,12,1482.56323181385,2748,1265.43676818615,Reseller,North America Back-to-School Promotion,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Seattle,United States
1501,6/5/2013,53.9187462169912,77.68,12,647.024954603894,932.16,285.135045396106,Reseller,North America Back-to-School Promotion,Contoso 4GB Flash MP3 Player E401 White,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
7327,11/12/2013,482.475286855344,599,13,6272.17872911947,7667.2,1395.02127088053,Reseller,North America Holiday Promotion,Litware Home Theater System 5.1 Channel M514 Silver,"Litware, Inc.",Home Theater System,TV and Video,North America,Seattle,United States
6983,9/1/2013,93.6211268412245,134,24,2246.90704418939,3175.8,928.892955810612,Reseller,North America Back-to-School Promotion,Contoso 8GB MP3 Player new model M820 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
7088,8/30/2013,27.1131226871641,499.9,24,650.714944491938,11847.63,11196.9150555081,Reseller,North America Back-to-School Promotion,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,North America,Seattle,United States
890,9/2/2012,278.840793517814,499.9,72,20076.5371332826,35642.87,15566.3328667174,Reseller,North America Back-to-School Promotion,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,North America,Seattle,United States
7109,1/15/2014,78.6361084796692,326,18,1415.44995263405,5802.8,4387.35004736595,Reseller,North America Spring Promotion,Proseware Laptop8.9 E089 Black,"Proseware, Inc.",Laptops,Computers,North America,Seattle,United States
939,9/15/2013,117.201453193698,255,10,1172.01453193698,2550,1377.98546806302,Reseller,No Discount,Contoso 32GB Video MP3 Player M3200 Pink,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
7338,3/14/2013,93.3448352451384,95.95,20,1866.89670490277,1919,52.1032950972322,Reseller,No Discount,Contoso 4GB Portable MP3 Player M450 White,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
1337,12/29/2012,91.9777372815321,290,9,827.799635533789,2610,1782.20036446621,Reseller,North America Spring Promotion,A. Datum Super-zoom Digital Camera X300 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Seattle,United States
7261,7/4/2012,6.23793404221616,25.69,18,112.282812759891,447.006,334.723187240109,Reseller,North America Back-to-School Promotion,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Bluetooth Headphones,Audio,North America,Seattle,United States
722,11/21/2012,4.66232578446344,4.74,120,559.479094135613,567.852,8.37290586438678,Reseller,North America Holiday Promotion,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,Seattle,United States
7073,1/11/2014,0.0790446709264247,109.99,18,1.42280407667565,1974.3205,1972.89769592332,Reseller,North America Spring Promotion,SV DVD 7-Inch Player Portable E200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Seattle,United States
995,2/23/2014,85.6365370681957,115,18,1541.45766722752,2035.5,494.042332772478,Reseller,North America Spring Promotion,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Bluetooth Headphones,Audio,North America,Seattle,United States
1259,4/29/2014,33.5942336645248,115,10,335.942336645248,1150,814.057663354752,Reseller,No Discount,WWI Wireless Bluetooth Stereo Headphones M270 White,Wide World Importers,Bluetooth Headphones,Audio,North America,Seattle,United States
374,9/23/2014,13.9544721876374,21.57,20,279.089443752748,431.4,152.310556247252,Online,No Discount,Contoso 2G MP3 Player E200 Red,"Contoso, Ltd",MP4&MP3,Audio,North America,Bethesda,United States
7101,4/9/2014,529.710228775077,1580,30,15891.3068632523,47400,31508.6931367477,Online,No Discount,Fabrikam Independent filmmaker 1/2'' 3mm X300 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Bethesda,United States
1147,12/21/2012,68.8456396400786,310,9,619.610756760708,2728,2108.38924323929,Online,North America Spring Promotion,The Phone Company Smart phones Unlocked International M800 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Bethesda,United States
1344,2/2/2013,68.5374981665446,109.95,9,616.837483498901,978.555,361.717516501099,Online,North America Spring Promotion,Contoso 8GB Super-Slim MP3/Video Player M800 Red,"Contoso, Ltd",MP4&MP3,Audio,North America,Bethesda,United States
7095,7/20/2013,169.981829364638,229.9,96,16318.2556190053,21886.48,5568.22438099473,Online,North America Back-to-School Promotion,WWI Desktop PC1.80 E1800 White,Wide World Importers,Desktops,Computers,North America,Bethesda,United States
1051,12/1/2014,33.1582983243811,134,13,431.057878216954,1715.2,1284.14212178305,Online,North America Holiday Promotion,Contoso 8GB MP3 Player new model M820 Yellow,"Contoso, Ltd",MP4&MP3,Audio,North America,Bethesda,United States
7111,12/7/2012,9.43731128834636,11.5,9,84.9358015951172,103.5,18.5641984048828,Online,North America Spring Promotion,Contoso Desktop Alternative Bundle E200 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Bethesda,United States
7221,10/8/2013,252.42396610915,326,26,6563.02311883791,7954.4,1391.37688116209,Online,North America Holiday Promotion,Proseware Laptop8.9 E089 Black,"Proseware, Inc.",Laptops,Computers,North America,Bethesda,United States
552,11/26/2013,323.569086787301,326,13,4206.39812823491,3977.2,-229.19812823491,Online,North America Holiday Promotion,Proseware Laptop8.9 E089 Black,"Proseware, Inc.",Laptops,Computers,North America,Bethesda,United States
7550,5/29/2012,50.3424733666901,290,30,1510.2742010007,8700,7189.7257989993,Online,No Discount,A. Datum Super-zoom Digital Camera X300 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Bethesda,United States
6999,6/20/2013,75.6983033479908,188,12,908.379640175889,2199.6,1291.22035982411,Online,North America Back-to-School Promotion,"Fabrikam Social Videographer 1"" 25mm E400 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Bethesda,United States
7003,5/16/2012,57.5059511906137,139,10,575.059511906137,1390,814.940488093863,Online,No Discount,Contoso Screen 85in E085 Black,"Contoso, Ltd",Projectors & Screens,Computers,North America,Bethesda,United States
7008,1/19/2014,20.6795040310976,39.99,18,372.231072559757,709.8225,337.591427440243,Online,North America Spring Promotion,Contoso Electronic Private Automatic Branch Exchange M90 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Bethesda,United States
7016,10/13/2013,77.3414049356693,259,52,4021.7530566548,13416.2,9394.4469433452,Online,North America Holiday Promotion,SV Car Video TFT6.2W E6281 Silver,Southridge Video,Car Video,TV and Video,North America,Bethesda,United States
1518,9/19/2012,35.213444213318,47.95,10,352.13444213318,479.5,127.36555786682,Online,No Discount,NT Wireless Bluetooth Stereo Headphones E102 Black,Northwind Traders,Bluetooth Headphones,Audio,North America,Bethesda,United States
61,1/21/2012,101.858936545726,269.9,12,1222.30723854872,3225.305,2002.99776145128,Online,North America Spring Promotion,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Desktops,Computers,North America,Bethesda,United States
7057,11/7/2012,126.060501893047,219,26,3277.57304921923,5431.2,2153.62695078077,Online,North America Holiday Promotion,Contoso DVD Recorder L210 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Bethesda,United States
1588,4/30/2014,57.5853122464669,149.99,10,575.853122464669,1499.9,924.046877535331,Online,No Discount,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Northwind Traders,Bluetooth Headphones,Audio,North America,Bethesda,United States
1142,3/17/2014,74.8989104206608,149.99,20,1497.97820841322,2999.8,1501.82179158679,Online,No Discount,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Northwind Traders,Bluetooth Headphones,Audio,North America,Bethesda,United States
7517,3/14/2012,92.9168946732813,299.9,5,464.584473366407,1499.5,1034.91552663359,Online,No Discount,Litware Home Theater System 2.1 Channel E212 Brown,"Litware, Inc.",Home Theater System,TV and Video,North America,Bethesda,United States
1707,8/22/2013,49.5595307096813,109.99,12,594.714368516175,1286.883,692.168631483825,Online,North America Back-to-School Promotion,SV DVD 7-Inch Player Portable E200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Bethesda,United States
6995,10/16/2012,35.9847606438224,190,4,143.93904257529,760,616.060957424711,Store,European Holiday Promotion,Contoso Screen 100in E010 Black,"Contoso, Ltd",Projectors & Screens,Computers,Europe,Leeds,United Kingdom
878,7/11/2013,17.3873208545159,21.57,12,208.647850254191,256.683,48.0351497458088,Store,North America Back-to-School Promotion,Contoso 2G MP3 Player E200 Red,"Contoso, Ltd",MP4&MP3,Audio,North America,Madison,United States
7030,9/12/2012,2.41723698874402,21.57,5,12.0861849437201,107.85,95.7638150562799,Store,No Discount,Contoso 2G MP3 Player E200 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,Plattsburgh,United States
7036,10/20/2012,141.874498206149,369,13,1844.36847667994,4649.4,2805.03152332006,Store,North America Holiday Promotion,SV Car Video LCD7 M7002 Black,Southridge Video,Car Video,TV and Video,North America,Plattsburgh,United States
6977,6/28/2012,260.003893263171,310,20,5200.07786526342,6200,999.922134736582,Reseller,No Discount,The Phone Company PDA Wifi 3.7-inch M250 White,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Paris,France
536,4/4/2014,100.890765828422,190,24,2421.37837988213,4560,2138.62162011787,Reseller,European Spring Promotion,Contoso Screen 100in E010 Black,"Contoso, Ltd",Projectors & Screens,Computers,Europe,Paris,France
347,10/20/2012,122.812624566311,149.95,8,982.500996530489,1079.64,97.1390034695108,Reseller,European Holiday Promotion,WWI 1GB Pulse Smart pen E50 Silver,Wide World Importers,Recording Pen,Audio,Europe,Paris,France
7482,8/13/2014,43.7414854354743,156,18,787.346737838537,2776.8,1989.45326216146,Reseller,European Back-to-Scholl Promotion,WWI 1GB Digital Voice Recorder Pen E100 White,Wide World Importers,Recording Pen,Audio,Europe,Paris,France
7393,7/30/2012,231.391642302679,699,9,2082.52478072411,6221.1,4138.57521927589,Reseller,European Back-to-Scholl Promotion,WWI Projector 720p LCD56 Black,Wide World Importers,Projectors & Screens,Computers,Europe,Paris,France
7074,2/20/2014,266.978019241365,281,6,1601.86811544819,1626.99,25.121884551809,Reseller,European Spring Promotion,A. Datum Consumer Digital Camera E100 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Europe,Paris,France
7248,7/29/2013,53.3544671875076,115,9,480.190204687568,1012,531.809795312432,Reseller,European Back-to-Scholl Promotion,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Bluetooth Headphones,Audio,Europe,Paris,France
7443,6/23/2013,283.201650841354,310,12,3398.41981009625,3720,321.58018990375,Store,No Discount,The Phone Company PDA Wifi 3.7-inch M250 White,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Sydney,Australia
7249,8/22/2014,51.7923158481926,59.99,18,932.261685267466,1067.822,135.560314732534,Store,European Back-to-Scholl Promotion,Contoso 4G MP3 Player E400 Silver,"Contoso, Ltd",MP4&MP3,Audio,Europe,Ramstein,Germany
543,12/4/2012,65.6538421478112,95.95,8,525.23073718249,690.84,165.60926281751,Store,European Holiday Promotion,Contoso 4GB Portable MP3 Player M450 Yellow,"Contoso, Ltd",MP4&MP3,Audio,Europe,Ramstein,Germany
7644,5/8/2012,33.9762465982262,44,5,169.881232991131,220,50.1187670088688,Store,No Discount,SV Keyboard E10 Grey,Southridge Video,Computers Accessories,Computers,Europe,Ramstein,Germany
729,1/7/2012,7.59281828682762,308,12,91.1138194419314,3631.32,3540.20618055807,Store,European Spring Promotion,The Phone Company Touch Screen Phones Capacitive M908 Black,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Ramstein,Germany
7104,1/2/2014,534.627867596841,763.51,13,6950.16227875894,9925.63,2975.46772124106,Store,Asian Holiday Promotion,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,Televisions,TV and Video,Asia,Sydney,Australia
6996,3/13/2013,58.014117787478,59.99,10,580.14117787478,599.9,19.7588221252198,Store,No Discount,Contoso 4G MP3 Player E400 Orange,"Contoso, Ltd",MP4&MP3,Audio,North America,Cheney,United States
7078,5/19/2014,57.719632363921,75.99,20,1154.39264727842,1519.8,365.407352721579,Store,No Discount,SV 40GB USB2.0 Portable Hard Disk E400 Silver,Southridge Video,Computers Accessories,Computers,Europe,Glasgow,United Kingdom
104,3/1/2014,76.6304696097559,75.99,18,1379.34845297561,1367.82,-11.5284529756057,Store,Asian Spring Promotion,SV 40GB USB2.0 Portable Hard Disk E400 Silver,Southridge Video,Computers Accessories,Computers,Asia,Tehran,Iran
7647,5/24/2014,481.002132466549,599,12,5772.02558959859,7068.2,1296.17441040141,Store,Asian Summer Promotion,Litware Home Theater System 5.1 Channel M514 Silver,"Litware, Inc.",Home Theater System,TV and Video,Asia,Tehran,Iran
7082,5/12/2012,237.523764741544,569,10,2375.23764741544,5690,3314.76235258456,Store,No Discount,Litware Home Theater System 5.1 Channel M515 Silver,"Litware, Inc.",Home Theater System,TV and Video,North America,Roanoke,United States
7099,2/9/2013,377.946528655889,890,9,3401.51875790301,8010,4608.481242097,Store,North America Spring Promotion,"Fabrikam Business Videographer 1"" 25mm M600 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Calgary,Canada
1127,11/24/2013,51.54742308366,59,13,670.11650008758,719.8,49.6834999124197,Store,North America Holiday Promotion,Adventure Works CRT17 E105 White,Adventure Works,Monitors,Computers,North America,Calgary,Canada
126,2/7/2012,122.422770400138,409,9,1101.80493360124,3619.65,2517.84506639876,Store,North America Spring Promotion,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Home Theater System,TV and Video,North America,Denver,United States
1627,5/29/2012,416.328362172789,409,10,4163.28362172789,4090,-73.2836217278918,Store,No Discount,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Home Theater System,TV and Video,Europe,Munich,Germany
7001,1/10/2012,19.9806205738111,159,12,239.767446885733,1896.87,1657.10255311427,Store,European Spring Promotion,"Proseware Color Ink Jet Fax, Copier, Phone M250 Black","Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Munich,Germany
